"id","label","comment","subTypeOf","equivalentClass","properties","subTypes","supersedes","supersededBy","isPartOf"
"http://schema.org/BookStore","BookStore","A bookstore.","http://schema.org/Store","","http://schema.org/additionalProperty, http://schema.org/additionalType, http://schema.org/address, http://schema.org/address, http://schema.org/aggregateRating, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/alumni, http://schema.org/amenityFeature, http://schema.org/areaServed, http://schema.org/award, http://schema.org/awards, http://schema.org/branchCode, http://schema.org/branchOf, http://schema.org/brand, http://schema.org/contactPoint, http://schema.org/contactPoints, http://schema.org/containedIn, http://schema.org/containedInPlace, http://schema.org/containsPlace, http://schema.org/currenciesAccepted, http://schema.org/department, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/dissolutionDate, http://schema.org/duns, http://schema.org/email, http://schema.org/employee, http://schema.org/employees, http://schema.org/event, http://schema.org/event, http://schema.org/events, http://schema.org/events, http://schema.org/faxNumber, http://schema.org/faxNumber, http://schema.org/founder, http://schema.org/founders, http://schema.org/foundingDate, http://schema.org/foundingLocation, http://schema.org/funder, http://schema.org/geo, http://schema.org/geospatiallyContains, http://schema.org/geospatiallyCoveredBy, http://schema.org/geospatiallyCovers, http://schema.org/geospatiallyCrosses, http://schema.org/geospatiallyDisjoint, http://schema.org/geospatiallyEquals, http://schema.org/geospatiallyIntersects, http://schema.org/geospatiallyOverlaps, http://schema.org/geospatiallyTouches, http://schema.org/geospatiallyWithin, http://schema.org/globalLocationNumber, http://schema.org/globalLocationNumber, http://schema.org/hasMap, http://schema.org/hasOfferCatalog, http://schema.org/hasPOS, http://schema.org/identifier, http://schema.org/image, http://schema.org/isicV4, http://schema.org/isicV4, http://schema.org/legalName, http://schema.org/leiCode, http://schema.org/location, http://schema.org/logo, http://schema.org/logo, http://schema.org/mainEntityOfPage, http://schema.org/makesOffer, http://schema.org/map, http://schema.org/maps, http://schema.org/maximumAttendeeCapacity, http://schema.org/member, http://schema.org/memberOf, http://schema.org/members, http://schema.org/naics, http://schema.org/name, http://schema.org/numberOfEmployees, http://schema.org/openingHours, http://schema.org/openingHoursSpecification, http://schema.org/owns, http://schema.org/parentOrganization, http://schema.org/paymentAccepted, http://schema.org/photo, http://schema.org/photos, http://schema.org/potentialAction, http://schema.org/priceRange, http://schema.org/review, http://schema.org/review, http://schema.org/reviews, http://schema.org/reviews, http://schema.org/sameAs, http://schema.org/seeks, http://schema.org/serviceArea, http://schema.org/smokingAllowed, http://schema.org/specialOpeningHoursSpecification, http://schema.org/sponsor, http://schema.org/subOrganization, http://schema.org/taxID, http://schema.org/telephone, http://schema.org/telephone, http://schema.org/url, http://schema.org/vatID","","","",""
"http://schema.org/BookmarkAction","BookmarkAction","An agent bookmarks/flags/labels/tags/marks an object.","http://schema.org/OrganizeAction","","http://schema.org/actionStatus, http://schema.org/additionalType, http://schema.org/agent, http://schema.org/alternateName, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/endTime, http://schema.org/error, http://schema.org/identifier, http://schema.org/image, http://schema.org/instrument, http://schema.org/location, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/object, http://schema.org/participant, http://schema.org/potentialAction, http://schema.org/result, http://schema.org/sameAs, http://schema.org/startTime, http://schema.org/target, http://schema.org/url","","","",""
"http://schema.org/Boolean","Boolean","Boolean: True or False.","","","","","","",""
"http://schema.org/BorrowAction","BorrowAction","<p>The act of obtaining an object under an agreement to return it at a later date. Reciprocal of LendAction.</p>

<p>Related actions:</p>

<ul>
<li><a class=""localLink"" href=""http://schema.org/LendAction"">LendAction</a>: Reciprocal of BorrowAction.</li>
</ul>
","http://schema.org/TransferAction","","http://schema.org/actionStatus, http://schema.org/additionalType, http://schema.org/agent, http://schema.org/alternateName, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/endTime, http://schema.org/error, http://schema.org/fromLocation, http://schema.org/identifier, http://schema.org/image, http://schema.org/instrument, http://schema.org/lender, http://schema.org/location, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/object, http://schema.org/participant, http://schema.org/potentialAction, http://schema.org/result, http://schema.org/sameAs, http://schema.org/startTime, http://schema.org/target, http://schema.org/toLocation, http://schema.org/url","","","",""
"http://schema.org/BowlingAlley","BowlingAlley","A bowling alley.","http://schema.org/SportsActivityLocation","","http://schema.org/additionalProperty, http://schema.org/additionalType, http://schema.org/address, http://schema.org/address, http://schema.org/aggregateRating, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/alumni, http://schema.org/amenityFeature, http://schema.org/areaServed, http://schema.org/award, http://schema.org/awards, http://schema.org/branchCode, http://schema.org/branchOf, http://schema.org/brand, http://schema.org/contactPoint, http://schema.org/contactPoints, http://schema.org/containedIn, http://schema.org/containedInPlace, http://schema.org/containsPlace, http://schema.org/currenciesAccepted, http://schema.org/department, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/dissolutionDate, http://schema.org/duns, http://schema.org/email, http://schema.org/employee, http://schema.org/employees, http://schema.org/event, http://schema.org/event, http://schema.org/events, http://schema.org/events, http://schema.org/faxNumber, http://schema.org/faxNumber, http://schema.org/founder, http://schema.org/founders, http://schema.org/foundingDate, http://schema.org/foundingLocation, http://schema.org/funder, http://schema.org/geo, http://schema.org/geospatiallyContains, http://schema.org/geospatiallyCoveredBy, http://schema.org/geospatiallyCovers, http://schema.org/geospatiallyCrosses, http://schema.org/geospatiallyDisjoint, http://schema.org/geospatiallyEquals, http://schema.org/geospatiallyIntersects, http://schema.org/geospatiallyOverlaps, http://schema.org/geospatiallyTouches, http://schema.org/geospatiallyWithin, http://schema.org/globalLocationNumber, http://schema.org/globalLocationNumber, http://schema.org/hasMap, http://schema.org/hasOfferCatalog, http://schema.org/hasPOS, http://schema.org/identifier, http://schema.org/image, http://schema.org/isicV4, http://schema.org/isicV4, http://schema.org/legalName, http://schema.org/leiCode, http://schema.org/location, http://schema.org/logo, http://schema.org/logo, http://schema.org/mainEntityOfPage, http://schema.org/makesOffer, http://schema.org/map, http://schema.org/maps, http://schema.org/maximumAttendeeCapacity, http://schema.org/member, http://schema.org/memberOf, http://schema.org/members, http://schema.org/naics, http://schema.org/name, http://schema.org/numberOfEmployees, http://schema.org/openingHours, http://schema.org/openingHoursSpecification, http://schema.org/owns, http://schema.org/parentOrganization, http://schema.org/paymentAccepted, http://schema.org/photo, http://schema.org/photos, http://schema.org/potentialAction, http://schema.org/priceRange, http://schema.org/review, http://schema.org/review, http://schema.org/reviews, http://schema.org/reviews, http://schema.org/sameAs, http://schema.org/seeks, http://schema.org/serviceArea, http://schema.org/smokingAllowed, http://schema.org/specialOpeningHoursSpecification, http://schema.org/sponsor, http://schema.org/subOrganization, http://schema.org/taxID, http://schema.org/telephone, http://schema.org/telephone, http://schema.org/url, http://schema.org/vatID","","","",""
"http://schema.org/Brand","Brand","A brand is a name used by an organization or business person for labeling a product, product group, or similar.","http://schema.org/Intangible","","http://schema.org/additionalType, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/identifier, http://schema.org/image, http://schema.org/logo, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/potentialAction, http://schema.org/review, http://schema.org/sameAs, http://schema.org/url","","","",""
"http://schema.org/BreadcrumbList","BreadcrumbList","A BreadcrumbList is an ItemList consisting of a chain of linked Web pages, typically described using at least their URL and their name, and typically ending with the current page.</p>

<p>The <a class=""localLink"" href=""http://schema.org/position"">position</a> property is used to reconstruct the order of the items in a BreadcrumbList The convention is that a breadcrumb list has an <a class=""localLink"" href=""http://schema.org/itemListOrder"">itemListOrder</a> of <a class=""localLink"" href=""http://schema.org/ItemListOrderAscending"">ItemListOrderAscending</a> (lower values listed first), and that the first items in this list correspond to the ""top"" or beginning of the breadcrumb trail, e.g. with a site or section homepage. The specific values of 'position' are not assigned meaning for a BreadcrumbList, but they should be integers, e.g. beginning with '1' for the first item in the list.","http://schema.org/ItemList","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/identifier, http://schema.org/image, http://schema.org/itemListElement, http://schema.org/itemListOrder, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/numberOfItems, http://schema.org/potentialAction, http://schema.org/sameAs, http://schema.org/url","","","",""
"http://schema.org/Brewery","Brewery","Brewery.","http://schema.org/FoodEstablishment","","http://schema.org/acceptsReservations, http://schema.org/additionalProperty, http://schema.org/additionalType, http://schema.org/address, http://schema.org/address, http://schema.org/aggregateRating, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/alumni, http://schema.org/amenityFeature, http://schema.org/areaServed, http://schema.org/award, http://schema.org/awards, http://schema.org/branchCode, http://schema.org/branchOf, http://schema.org/brand, http://schema.org/contactPoint, http://schema.org/contactPoints, http://schema.org/containedIn, http://schema.org/containedInPlace, http://schema.org/containsPlace, http://schema.org/currenciesAccepted, http://schema.org/department, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/dissolutionDate, http://schema.org/duns, http://schema.org/email, http://schema.org/employee, http://schema.org/employees, http://schema.org/event, http://schema.org/event, http://schema.org/events, http://schema.org/events, http://schema.org/faxNumber, http://schema.org/faxNumber, http://schema.org/founder, http://schema.org/founders, http://schema.org/foundingDate, http://schema.org/foundingLocation, http://schema.org/funder, http://schema.org/geo, http://schema.org/geospatiallyContains, http://schema.org/geospatiallyCoveredBy, http://schema.org/geospatiallyCovers, http://schema.org/geospatiallyCrosses, http://schema.org/geospatiallyDisjoint, http://schema.org/geospatiallyEquals, http://schema.org/geospatiallyIntersects, http://schema.org/geospatiallyOverlaps, http://schema.org/geospatiallyTouches, http://schema.org/geospatiallyWithin, http://schema.org/globalLocationNumber, http://schema.org/globalLocationNumber, http://schema.org/hasMap, http://schema.org/hasMenu, http://schema.org/hasOfferCatalog, http://schema.org/hasPOS, http://schema.org/identifier, http://schema.org/image, http://schema.org/isicV4, http://schema.org/isicV4, http://schema.org/legalName, http://schema.org/leiCode, http://schema.org/location, http://schema.org/logo, http://schema.org/logo, http://schema.org/mainEntityOfPage, http://schema.org/makesOffer, http://schema.org/map, http://schema.org/maps, http://schema.org/maximumAttendeeCapacity, http://schema.org/member, http://schema.org/memberOf, http://schema.org/members, http://schema.org/menu, http://schema.org/naics, http://schema.org/name, http://schema.org/numberOfEmployees, http://schema.org/openingHours, http://schema.org/openingHoursSpecification, http://schema.org/owns, http://schema.org/parentOrganization, http://schema.org/paymentAccepted, http://schema.org/photo, http://schema.org/photos, http://schema.org/potentialAction, http://schema.org/priceRange, http://schema.org/review, http://schema.org/review, http://schema.org/reviews, http://schema.org/reviews, http://schema.org/sameAs, http://schema.org/seeks, http://schema.org/servesCuisine, http://schema.org/serviceArea, http://schema.org/smokingAllowed, http://schema.org/specialOpeningHoursSpecification, http://schema.org/sponsor, http://schema.org/starRating, http://schema.org/subOrganization, http://schema.org/taxID, http://schema.org/telephone, http://schema.org/telephone, http://schema.org/url, http://schema.org/vatID","","","",""
"http://schema.org/Bridge","Bridge","A bridge.","http://schema.org/CivicStructure","","http://schema.org/additionalProperty, http://schema.org/additionalType, http://schema.org/address, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/amenityFeature, http://schema.org/branchCode, http://schema.org/containedIn, http://schema.org/containedInPlace, http://schema.org/containsPlace, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/event, http://schema.org/events, http://schema.org/faxNumber, http://schema.org/geo, http://schema.org/geospatiallyContains, http://schema.org/geospatiallyCoveredBy, http://schema.org/geospatiallyCovers, http://schema.org/geospatiallyCrosses, http://schema.org/geospatiallyDisjoint, http://schema.org/geospatiallyEquals, http://schema.org/geospatiallyIntersects, http://schema.org/geospatiallyOverlaps, http://schema.org/geospatiallyTouches, http://schema.org/geospatiallyWithin, http://schema.org/globalLocationNumber, http://schema.org/hasMap, http://schema.org/identifier, http://schema.org/image, http://schema.org/isicV4, http://schema.org/logo, http://schema.org/mainEntityOfPage, http://schema.org/map, http://schema.org/maps, http://schema.org/maximumAttendeeCapacity, http://schema.org/name, http://schema.org/openingHours, http://schema.org/openingHoursSpecification, http://schema.org/photo, http://schema.org/photos, http://schema.org/potentialAction, http://schema.org/review, http://schema.org/reviews, http://schema.org/sameAs, http://schema.org/smokingAllowed, http://schema.org/specialOpeningHoursSpecification, http://schema.org/telephone, http://schema.org/url","","","",""
"http://schema.org/BroadcastChannel","BroadcastChannel","A unique instance of a BroadcastService on a CableOrSatelliteService lineup.","http://schema.org/Intangible","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/broadcastChannelId, http://schema.org/broadcastFrequency, http://schema.org/broadcastServiceTier, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/genre, http://schema.org/identifier, http://schema.org/image, http://schema.org/inBroadcastLineup, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/potentialAction, http://schema.org/providesBroadcastService, http://schema.org/sameAs, http://schema.org/url","http://schema.org/RadioChannel, http://schema.org/TelevisionChannel","","",""
"http://schema.org/BroadcastEvent","BroadcastEvent","An over the air or online broadcast event.","http://schema.org/PublicationEvent","","http://schema.org/about, http://schema.org/actor, http://schema.org/additionalType, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/attendee, http://schema.org/attendees, http://schema.org/audience, http://schema.org/broadcastOfEvent, http://schema.org/composer, http://schema.org/contributor, http://schema.org/description, http://schema.org/director, http://schema.org/disambiguatingDescription, http://schema.org/doorTime, http://schema.org/duration, http://schema.org/endDate, http://schema.org/eventStatus, http://schema.org/free, http://schema.org/funder, http://schema.org/identifier, http://schema.org/image, http://schema.org/inLanguage, http://schema.org/isAccessibleForFree, http://schema.org/isAccessibleForFree, http://schema.org/isLiveBroadcast, http://schema.org/location, http://schema.org/mainEntityOfPage, http://schema.org/maximumAttendeeCapacity, http://schema.org/name, http://schema.org/offers, http://schema.org/organizer, http://schema.org/performer, http://schema.org/performers, http://schema.org/potentialAction, http://schema.org/previousStartDate, http://schema.org/publishedBy, http://schema.org/publishedOn, http://schema.org/recordedIn, http://schema.org/remainingAttendeeCapacity, http://schema.org/review, http://schema.org/sameAs, http://schema.org/sponsor, http://schema.org/startDate, http://schema.org/subEvent, http://schema.org/subEvents, http://schema.org/superEvent, http://schema.org/translator, http://schema.org/typicalAgeRange, http://schema.org/url, http://schema.org/videoFormat, http://schema.org/workFeatured, http://schema.org/workPerformed","","","",""
"http://schema.org/BroadcastService","BroadcastService","A delivery service through which content is provided via broadcast over the air or online.","http://schema.org/Service","","http://schema.org/additionalType, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/area, http://schema.org/areaServed, http://schema.org/audience, http://schema.org/availableChannel, http://schema.org/award, http://schema.org/brand, http://schema.org/broadcastAffiliateOf, http://schema.org/broadcastDisplayName, http://schema.org/broadcastFrequency, http://schema.org/broadcastTimezone, http://schema.org/broadcaster, http://schema.org/broker, http://schema.org/category, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/hasBroadcastChannel, http://schema.org/hasOfferCatalog, http://schema.org/hoursAvailable, http://schema.org/identifier, http://schema.org/image, http://schema.org/isRelatedTo, http://schema.org/isSimilarTo, http://schema.org/logo, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/offers, http://schema.org/parentService, http://schema.org/potentialAction, http://schema.org/produces, http://schema.org/provider, http://schema.org/providerMobility, http://schema.org/review, http://schema.org/sameAs, http://schema.org/serviceArea, http://schema.org/serviceAudience, http://schema.org/serviceOutput, http://schema.org/serviceType, http://schema.org/termsOfService, http://schema.org/url, http://schema.org/videoFormat","","","",""
"http://schema.org/BuddhistTemple","BuddhistTemple","A Buddhist temple.","http://schema.org/PlaceOfWorship","","http://schema.org/additionalProperty, http://schema.org/additionalType, http://schema.org/address, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/amenityFeature, http://schema.org/branchCode, http://schema.org/containedIn, http://schema.org/containedInPlace, http://schema.org/containsPlace, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/event, http://schema.org/events, http://schema.org/faxNumber, http://schema.org/geo, http://schema.org/geospatiallyContains, http://schema.org/geospatiallyCoveredBy, http://schema.org/geospatiallyCovers, http://schema.org/geospatiallyCrosses, http://schema.org/geospatiallyDisjoint, http://schema.org/geospatiallyEquals, http://schema.org/geospatiallyIntersects, http://schema.org/geospatiallyOverlaps, http://schema.org/geospatiallyTouches, http://schema.org/geospatiallyWithin, http://schema.org/globalLocationNumber, http://schema.org/hasMap, http://schema.org/identifier, http://schema.org/image, http://schema.org/isicV4, http://schema.org/logo, http://schema.org/mainEntityOfPage, http://schema.org/map, http://schema.org/maps, http://schema.org/maximumAttendeeCapacity, http://schema.org/name, http://schema.org/openingHours, http://schema.org/openingHoursSpecification, http://schema.org/photo, http://schema.org/photos, http://schema.org/potentialAction, http://schema.org/review, http://schema.org/reviews, http://schema.org/sameAs, http://schema.org/smokingAllowed, http://schema.org/specialOpeningHoursSpecification, http://schema.org/telephone, http://schema.org/url","","","",""
"http://schema.org/BusReservation","BusReservation","A reservation for bus travel. </p>

<p>Note: This type is for information about actual reservations, e.g. in confirmation emails or HTML pages with individual confirmations of reservations. For offers of tickets, use <a class=""localLink"" href=""http://schema.org/Offer"">Offer</a>.","http://schema.org/Reservation","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/bookingAgent, http://schema.org/bookingTime, http://schema.org/broker, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/identifier, http://schema.org/image, http://schema.org/mainEntityOfPage, http://schema.org/modifiedTime, http://schema.org/name, http://schema.org/potentialAction, http://schema.org/priceCurrency, http://schema.org/programMembershipUsed, http://schema.org/provider, http://schema.org/reservationFor, http://schema.org/reservationId, http://schema.org/reservationStatus, http://schema.org/reservedTicket, http://schema.org/sameAs, http://schema.org/totalPrice, http://schema.org/underName, http://schema.org/url","","","",""
"http://schema.org/BusStation","BusStation","A bus station.","http://schema.org/CivicStructure","","http://schema.org/additionalProperty, http://schema.org/additionalType, http://schema.org/address, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/amenityFeature, http://schema.org/branchCode, http://schema.org/containedIn, http://schema.org/containedInPlace, http://schema.org/containsPlace, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/event, http://schema.org/events, http://schema.org/faxNumber, http://schema.org/geo, http://schema.org/geospatiallyContains, http://schema.org/geospatiallyCoveredBy, http://schema.org/geospatiallyCovers, http://schema.org/geospatiallyCrosses, http://schema.org/geospatiallyDisjoint, http://schema.org/geospatiallyEquals, http://schema.org/geospatiallyIntersects, http://schema.org/geospatiallyOverlaps, http://schema.org/geospatiallyTouches, http://schema.org/geospatiallyWithin, http://schema.org/globalLocationNumber, http://schema.org/hasMap, http://schema.org/identifier, http://schema.org/image, http://schema.org/isicV4, http://schema.org/logo, http://schema.org/mainEntityOfPage, http://schema.org/map, http://schema.org/maps, http://schema.org/maximumAttendeeCapacity, http://schema.org/name, http://schema.org/openingHours, http://schema.org/openingHoursSpecification, http://schema.org/photo, http://schema.org/photos, http://schema.org/potentialAction, http://schema.org/review, http://schema.org/reviews, http://schema.org/sameAs, http://schema.org/smokingAllowed, http://schema.org/specialOpeningHoursSpecification, http://schema.org/telephone, http://schema.org/url","","","",""
"http://schema.org/BusStop","BusStop","A bus stop.","http://schema.org/CivicStructure","","http://schema.org/additionalProperty, http://schema.org/additionalType, http://schema.org/address, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/amenityFeature, http://schema.org/branchCode, http://schema.org/containedIn, http://schema.org/containedInPlace, http://schema.org/containsPlace, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/event, http://schema.org/events, http://schema.org/faxNumber, http://schema.org/geo, http://schema.org/geospatiallyContains, http://schema.org/geospatiallyCoveredBy, http://schema.org/geospatiallyCovers, http://schema.org/geospatiallyCrosses, http://schema.org/geospatiallyDisjoint, http://schema.org/geospatiallyEquals, http://schema.org/geospatiallyIntersects, http://schema.org/geospatiallyOverlaps, http://schema.org/geospatiallyTouches, http://schema.org/geospatiallyWithin, http://schema.org/globalLocationNumber, http://schema.org/hasMap, http://schema.org/identifier, http://schema.org/image, http://schema.org/isicV4, http://schema.org/logo, http://schema.org/mainEntityOfPage, http://schema.org/map, http://schema.org/maps, http://schema.org/maximumAttendeeCapacity, http://schema.org/name, http://schema.org/openingHours, http://schema.org/openingHoursSpecification, http://schema.org/photo, http://schema.org/photos, http://schema.org/potentialAction, http://schema.org/review, http://schema.org/reviews, http://schema.org/sameAs, http://schema.org/smokingAllowed, http://schema.org/specialOpeningHoursSpecification, http://schema.org/telephone, http://schema.org/url","","","",""
"http://schema.org/BusTrip","BusTrip","A trip on a commercial bus line.","http://schema.org/Intangible","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/arrivalBusStop, http://schema.org/arrivalTime, http://schema.org/busName, http://schema.org/busNumber, http://schema.org/departureBusStop, http://schema.org/departureTime, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/identifier, http://schema.org/image, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/potentialAction, http://schema.org/provider, http://schema.org/sameAs, http://schema.org/url","","","",""
"http://schema.org/BusinessAudience","BusinessAudience","A set of characteristics belonging to businesses, e.g. who compose an item's target audience.","http://schema.org/Audience","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/audienceType, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/geographicArea, http://schema.org/identifier, http://schema.org/image, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/numberOfEmployees, http://schema.org/potentialAction, http://schema.org/sameAs, http://schema.org/url, http://schema.org/yearlyRevenue, http://schema.org/yearsInOperation","","","",""
"http://schema.org/BusinessEntityType","BusinessEntityType","<p>A business entity type is a conceptual entity representing the legal form, the size, the main line of business, the position in the value chain, or any combination thereof, of an organization or business person.</p>

<p>Commonly used values:</p>

<ul>
<li>http://purl.org/goodrelations/v1#Business</li>
<li>http://purl.org/goodrelations/v1#Enduser</li>
<li>http://purl.org/goodrelations/v1#PublicInstitution</li>
<li>http://purl.org/goodrelations/v1#Reseller</li>
</ul>
","http://schema.org/Enumeration","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/identifier, http://schema.org/image, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/potentialAction, http://schema.org/sameAs, http://schema.org/supersededBy, http://schema.org/url","","","",""
"http://schema.org/BusinessEvent","BusinessEvent","Event type: Business event.","http://schema.org/Event","","http://schema.org/about, http://schema.org/actor, http://schema.org/additionalType, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/attendee, http://schema.org/attendees, http://schema.org/audience, http://schema.org/composer, http://schema.org/contributor, http://schema.org/description, http://schema.org/director, http://schema.org/disambiguatingDescription, http://schema.org/doorTime, http://schema.org/duration, http://schema.org/endDate, http://schema.org/eventStatus, http://schema.org/funder, http://schema.org/identifier, http://schema.org/image, http://schema.org/inLanguage, http://schema.org/isAccessibleForFree, http://schema.org/location, http://schema.org/mainEntityOfPage, http://schema.org/maximumAttendeeCapacity, http://schema.org/name, http://schema.org/offers, http://schema.org/organizer, http://schema.org/performer, http://schema.org/performers, http://schema.org/potentialAction, http://schema.org/previousStartDate, http://schema.org/recordedIn, http://schema.org/remainingAttendeeCapacity, http://schema.org/review, http://schema.org/sameAs, http://schema.org/sponsor, http://schema.org/startDate, http://schema.org/subEvent, http://schema.org/subEvents, http://schema.org/superEvent, http://schema.org/translator, http://schema.org/typicalAgeRange, http://schema.org/url, http://schema.org/workFeatured, http://schema.org/workPerformed","","","",""
"http://schema.org/BusinessFunction","BusinessFunction","<p>The business function specifies the type of activity or access (i.e., the bundle of rights) offered by the organization or business person through the offer. Typical are sell, rental or lease, maintenance or repair, manufacture / produce, recycle / dispose, engineering / construction, or installation. Proprietary specifications of access rights are also instances of this class.</p>

<p>Commonly used values:</p>

<ul>
<li>http://purl.org/goodrelations/v1#ConstructionInstallation</li>
<li>http://purl.org/goodrelations/v1#Dispose</li>
<li>http://purl.org/goodrelations/v1#LeaseOut</li>
<li>http://purl.org/goodrelations/v1#Maintain</li>
<li>http://purl.org/goodrelations/v1#ProvideService</li>
<li>http://purl.org/goodrelations/v1#Repair</li>
<li>http://purl.org/goodrelations/v1#Sell</li>
<li>http://purl.org/goodrelations/v1#Buy</li>
</ul>
","http://schema.org/Enumeration","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/identifier, http://schema.org/image, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/potentialAction, http://schema.org/sameAs, http://schema.org/supersededBy, http://schema.org/url","","","",""
"http://schema.org/BuyAction","BuyAction","The act of giving money to a seller in exchange for goods or services rendered. An agent buys an object, product, or service from a seller for a price. Reciprocal of SellAction.","http://schema.org/TradeAction","","http://schema.org/actionStatus, http://schema.org/additionalType, http://schema.org/agent, http://schema.org/alternateName, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/endTime, http://schema.org/error, http://schema.org/identifier, http://schema.org/image, http://schema.org/instrument, http://schema.org/location, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/object, http://schema.org/participant, http://schema.org/potentialAction, http://schema.org/price, http://schema.org/priceSpecification, http://schema.org/result, http://schema.org/sameAs, http://schema.org/seller, http://schema.org/startTime, http://schema.org/target, http://schema.org/url, http://schema.org/vendor, http://schema.org/warrantyPromise","","","",""
"http://schema.org/CableOrSatelliteService","CableOrSatelliteService","A service which provides access to media programming like TV or radio. Access may be via cable or satellite.","http://schema.org/Service","","http://schema.org/additionalType, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/areaServed, http://schema.org/audience, http://schema.org/availableChannel, http://schema.org/award, http://schema.org/brand, http://schema.org/broker, http://schema.org/category, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/hasOfferCatalog, http://schema.org/hoursAvailable, http://schema.org/identifier, http://schema.org/image, http://schema.org/isRelatedTo, http://schema.org/isSimilarTo, http://schema.org/logo, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/offers, http://schema.org/potentialAction, http://schema.org/produces, http://schema.org/provider, http://schema.org/providerMobility, http://schema.org/review, http://schema.org/sameAs, http://schema.org/serviceArea, http://schema.org/serviceAudience, http://schema.org/serviceOutput, http://schema.org/serviceType, http://schema.org/termsOfService, http://schema.org/url","","","",""
