"id","label","comment","subPropertyOf","equivalentProperty","subproperties","domainIncludes","rangeIncludes","inversOf","supersedes","supersededBy","isPartOf"
"http://schema.org/domainIncludes","domainIncludes","Relates a property to a class that is (one of) the type(s) the property is expected to be used on.","","","","http://schema.org/Property","http://schema.org/Class","","",""
"http://schema.org/inverseOf","inverseOf","Relates a property to a property that is its inverse. Inverse properties relate the same pairs of items to each other, but in reversed direction. For example, the 'alumni' and 'alumniOf' properties are inverseOf each other. Some properties don't have explicit inverses; in these situations RDFa and JSON-LD syntax for reverse properties can be used.","","","","http://schema.org/Property","http://schema.org/Property","","",""
"http://schema.org/rangeIncludes","rangeIncludes","Relates a property to a class that constitutes (one of) the expected type(s) for values of the property.","","","","http://schema.org/Property","http://schema.org/Class","","",""
"http://schema.org/supersededBy","supersededBy","Relates a term (i.e. a property, class or enumeration) to one that supersedes it.","","","","http://schema.org/Class, http://schema.org/Enumeration, http://schema.org/Property","http://schema.org/Class, http://schema.org/Enumeration, http://schema.org/Property","","",""
