"id","label","comment","subPropertyOf","equivalentProperty","subproperties","domainIncludes","rangeIncludes","inverseOf","supersedes","supersededBy","isPartOf"
"http://schema.org/stupidProperty","stupidProperty","This is a StupidProperty! - for testing only","","","","http://schema.org/StupidType, http://schema.org/Vehicle","http://schema.org/QuantitativeValue","","",""
"http://schema.org/variablesMeasured","variablesMeasured","Originally named <a class=""localLink"" href=""http://schema.org/variablesMeasured"">variablesMeasured</a>, The <a class=""localLink"" href=""http://schema.org/variableMeasured"">variableMeasured</a> property can indicate (repeated as necessary) the  variables that are measured in some dataset, either described as text or as pairs of identifier and description using PropertyValue.","","","","http://schema.org/Dataset","http://schema.org/PropertyValue, http://schema.org/Text","","",""
