stats.criteria.itemtype,COUNT_DISTINCT(domain)
http://schema.org/MedicalEnumeration-,4
http://schema.org/CreativeWork/,3
http://schema.org/WorkingTime,3
http://schema.org/programMembershipUsed,3
http://schema.org/Lodging/Rooms,3
http://schema.org/EasyOffices,3
http://schema.org/WebPageElements,3
http://schema.org/DEPARTMENTSTORE,3
http://schema.org/longitude,3
http://schema.org/Fantasy,3
http://schema.org/resultReview,3
http://schema.org/availableDeliveryMethod,3
http://schema.org/strengthValue,3
http://schema.org/MedicalGuidelineContraindication,3
http://schema.org/Product/Car,3
http://schema.org/spatial,3
http://schema.org/Researcher,3
http://schema.org/taxID,3
http://schema.org/hairsalon,3
http://schema.org/DrawAction,3
http://schema.org/Yoga,3
http://schema.org/recipeYield,3
http://schema.org/Employment,3
http://schema.org/colleague,3
http://schema.org/Members,3
http://schema.org/serviceUrl,3
http://schema.org/Bank,3
http://schema.org/PostalAddress%3Cspan,3
http://schema.org/postalAdress,3
http://schema.org/PaintAction,3
http://schema.org/Affiliation,3
http://schema.org/BlogPosting/Poster,3
http://schema.org/Integer,3
http://schema.org/Infographic,3
http://schema.org/AggregateVotes,3
http://schema.org/LocalBusiness/AutomotiveBusiness,3
http://schema.org/seeks,3
http://schema.org/Commentcomment,3
http://schema.org/Recruiting,3
http://schema.org/OccupationalTherapy,3
http://schema.org/Psychotherapy,3
http://ruschema.org/Organization,3
http://schema.org/Staff,3
http://schema.org/radio,3
http://schema.org/OpeningHoursSpecification%3E%3Cspan,3
http://schema.org/AutomotiveBusinessProfessionalService,3
http://schema.org/Siding,3
http://schema.org/#Service,3
http://schema.org/wordCount,3
https://schema.org/OpeningHoursSpecification,3
http://schema.org/subtype,3
http://schema.org/http://schema.org/AboutPage,3
http://schema.org/population,3
http://schema.org/WebPage%3C/li%3E%3Cli%3E,3
http://schema.org/Veterinarian,3
http://schema.org/http://schema.org/Article,3
http://schema.org/imagingTechnique,3
http://schema.org/EducationOrginization,3
http://schema.org/WebObservatoryProject,3
http://schema.org/secondaryPrevention,3
http://schema.org/Caesarstone's,3
http://schema.org/[schematype],3
http://schema.org/merchant,3
http://schema.org/publication,3
http://schema.org/webcomic,3
http://schema.org/DrinkAction,3
http://schema.org/Single-family,3
http://schema.org/validIn,3
http://schema.org/wapsite,3
http://schema.org/Organization/LocalBusiness/ProfessionalService,3
http://schema.org/recipeCuisine,3
http://schema.org/makeOffer,3
http://schema.org/SportsSeries/RegularSeason,3
https://schema.org/WPHeader,3
http://schema.org/Massage,3
http://schema.org/VacationRental/House,3
http://schema.org/releaseDate,3
http://schema.org/BlogPlosting,3
http://schema.org/hostel,3
http://schema.org/video-games,3
http://schema.org/Rectangle,3
http://schema.org/Lodging/Camping,3
http://schema.org/Appartment,3
http://schema.org/iPhone,3
http://schema.org/hvacBusiness,3
http://schema.org/ReservationStatusType,3
http://schema.org/Virus,3
http://schema.org/experiment,3
http://ruschema.org/PostalAddress,3
http://schema.org/Wiki,3
http://schema.org/Privacy,3
http://schema.org/inventoryLevel,3
http://schema.org/Guestbook,3
http://schema.org/dayspa,3
http://schema.org/orgnization,3
http://schema.org/Awards,3
http://schema.org/WebPage%3E%3Chead%3E%3Cmeta,3
http://schema.org/EducationalOrganization/School,3
http://schema.org/skills,3
http://schema.org/Person/WebDesigner,3
http://schema.org/Organixation,3
http://schema.org/homeLocation,3
http://schema.org/HotelPlace,3
http://schema.org/Creator,3
http://schema.org/Fishing,3
http://schema.org/Referee,3
http://schema.org/WebPage/Breadcrumbs,3
http://schema.org/Brand%3E,3
http://schema.org/Clinician,3
http://schema.org/Quality,3
http://schema.org/warranty,3
http://schema.org/ChildrensEquipment,3
http://schema.org/Catalogue,3
http://schema.org/commentTime,3
http://schema.org/portfolio,3
http://schema.org/local,3
http://schema.org/Mis,3
http://schema.org/%7B$sMicroPropType%7D,3
http://schema.org/OrderProblem,3
http://schema.org/transcript,3
http://schema.org/Service/CheapestGroupTransfer,3
http://schema.org/repetitions,3
http://schema.org/AggregareRating,3
http://schema.org/CreativeWork/Poll,3
http://schema.org/Place/Campus,3
http://schema.org/document,3
http://schema.org/MusicAlbums,3
http://schema.org/Jeepence,3
http://schema.org/http://schema.org/CollegeOrUniversity,3
http://schema.org/Product_,3
http://schema.org/TVseries,3
http://schema.org/HearingImpairedSupported,3
http://schema.org/LocalBusinness,3
http://schema.org/ReportedDoseSchedule,3
http://schema.org/WineStore,3
http://schema.org/anatomicalstructure,3
http://schema.org/audio,3
https://schema.org/DayOfWeek,3
http://schema.org/Person%3E%3Cspan,3
http://schema.org/maximumIntake,3
http://schema.org/ProductPage,3
http://schema.org/orderedItem,3
http://schema.org/%3E%3Chead%3E%3Cmeta,3
http://schema.org/product/inverter,3
http://schema.org/recipeInstructions,3
http://schema.org/EI,3
http://schema.org/NewArticle,3
http://schema.org/Package,3
http://schema.org/benefits,3
http://schema.org/BusReservation,3
http://schema.org/workLocation,3
http://schema.org/http://schema.org/VideoObject,3
http://schema.org/SiteNavigaionElement,3
http://schema.org/SiteNavigationElemente,3
http://schema.org/Listitem,3
http://schema.org/SmallBusiness,3
http://schema.org/dateline,3
http://schema.org/estimatesRiskOf,3
http://schema.org/sportsActivityLocation,3
http://schema.org/Reference,3
http://schema.org/Dating,3
http://schema.org/webapplication,3
http://schema.org/Service/HotelTransfer,3
http://schema.org/localBussiness,3
http://schema.org/Award,3
http://schema.org/CreativeWork/Photograph,3
http://schema.org/bedandbreakfast,3
http://schema.org/Bankruptcy,3
http://schema.org/Dog,3
http://schema.org/Midwifery,3
http://schema.org/Vehicles,3
http://schema.org/mechanismOfAction,3
http://schema.org/Seriale,3
http://schema.org/Regional,3
http://schema.org/discussionUrl,3
http://schema.org/PostalAtdress,3
http://schema.org/worksFor,3
http://schema.org/Interactive,3
http://schema.org/Think,3
http://schema.org/SingleCenterTrial,3
http://schema.org/harta,3
http://schema.org/RealEstate/House,3
http://schema.org/Thing/MedicalEntity/MedicalDevice,3
http://schema.org/Recent,3
http://schema.org/BrainStructure,3
http://schema.org/CorporationCorporation,3
http://schema.org/LocalBusiness/Store/PetStore,3
http://schema.org/DrugClass-,3
http://schema.org/MapCategoryType,3
http://schema.org/DiscoverAction,3
http://schema.org/OtherApplication,3
http://schema.org/Government,3
http://schema.org/Pessoa,3
http://schema.org/Consultancy,3
http://schema.org/Person/Coach,3
http://schema.org/Appearance,3
http://schema.org/Live,3
http://schema.org/web_design_dise%C3%B1o_web_impresion_digital_print,3
http://schema.org/Support,3
http://schema.org/CommunicateAction-,3
http://schema.org/Assignmenthelp,3
http://schema.org/NewsArticle:,3
http://schema.org/Thing/CreativeWork/MediaObject/VideoObject,3
http://schema.org/Fitness,3
http://schema.org/WPFooter%E2%80%9D%3E%3Cdiv,3
http://schema.org/Thing/CreativeWork/SoftwareApplication,3
http://schema.org/replyToUrl,3
http://schema.org/targetName,3
http://schema.org/Motorcycle,3
http://schema.org/CollegeorUniversity,3
http://schema.org/AdministrativeArea/Village,3
http://schema.org/GeneralContractorPlumberGeneralContractorPlumber,3
http://schema.org/LocalBusiness%C3%A2%E2%82%AC,3
http://schema.org/TravelBusiness,3
http://schema.org/product/AC-DC,3
http://schema.org/Dining,3
http://schema.org/LodgingBusiness/,3
http://schema.org/newsletter,3
http://schema.org/Memory,3
http://schema.org/0rganization,3
http://schema.org/entertainment,3
http://schema.org/http://schema.org/Product,3
http://schema.org/Pi Makina,3
http://schema.org/Datingsite,3
http://schema.org/costCategory,3
http://schema.org/free,3
http://schema.org/diagram,3
http://schema.org/MedicalObservationalStudyDesign,3
http://schema.org/postalcode,3
http://schema.org/Discontinued,3
http://schema.org/organizzation,3
http://schema.org/JobPosting/Organization,3
http://schema.org/lastReviewed,3
http://schema.org/appliesToPaymentMethod,3
http://schema.org/deliveryLeadTime,3
http://schema.org/Offer/GoogleOffer,3
http://schema.org/HomeAccessories,3
http://schema.org/PreventionIndication,3
http://schema.org/Brasserie,3
http://schema.org/gtin13,3
http://schema.org/filter-listing,3
http://schema.org/%5C%5CPosting,3
http://schema.org/Retailer,3
http://schema.org/CollectionsPage,3
http://schema.org/tvEpisode,3
http://schema.org/Pinball,3
http://schema.org/ImageObjec,3
http://schema.org/addressRegion,3
http://schema.org/suggestedGender,3
http://schema.org/Document,3
http://schema.org/InsuranceCompany,3
http://schema.org/Nissanence,3
http://schema.org/Ayurvedic,3
http://schema.org/ItemCondition,3
http://schema.org/HotelGeoCoordinates,3
http://schema.org/LymphaticVessel,3
http://schema.org/AutoBodySHop,3
http://schema.org/NewsAticle,3
http://schema.org/accessibilityControl,3
http://schema.org/GiveAction,3
http://schema.org/ImageObject%E2%80%9D,3
http://schema.org/WebPage%22,3
http://schema.org/Gift,3
http://schema.org/TrainReservation,3
http://schema.org/mentions,3
http://schema.org/%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD%EF%BF%BD,3
http://schema.org/PostCAAddress,3
http://schema.org/Sun,3
http://schema.org/fileSize,3
http://schema.org/Veterinary,3
http://schema.org/calories,3
http://schema.org/bodyLocation,3
http://schema.org/Maps,3
http://schema.org/availableFrom,3
http://schema.org/CheckInAction,3
http://schema.org/LocalService,3
http://schema.org/SowtwareApplication,3
https://schema.org/WPSideBar,3
http://schema.org/DrugLegalStatus-,3
http://schema.org/Organization/LocalBusiness/AnimalShelter,3
http://schema.org/partOfEpisode,3
http://schema.org/occupationalCategory,3
http://schema.org/Vein,3
http://schema.org/LocalBusiness%3E%3Chead%3E%3Cmeta,3
http://schema.org/audienceType,3
http://schema.org/value,3
http://schema.org/Graphic,3
http://schema.org/GalleryObject,3
http://schema.org/LocalBusiness/FinancialService,3
http://schema.org/ActiveNotRecruiting,3
http://schema.org/adult,3
http://schema.org/organization%22,3
http://schema.org/Institui%C3%A7%C3%A3o,3
http://schema.org/Art%C3%ADculos,3
https://schema.org/Event,3
http://schema.org/socialVideoObject,3
http://schema.org/InviteAction,3
http://schema.org/containedIn,3
http://schema.org/Loan,3
http://schema.org/safetyConsideration,3
http://schema.org/Service/Taxi,3
http://schema.org/reservationId,3
http://schema.org/LocalBusiness/AutomotiveBusiness/AutoRepair/,3
http://schema.org/World,3
http://schema.org/productid,3
http://schema.org/JobPosting/Place,3
http://schema.org/Accessoires,3
http://schema.org/TravelAgeny,3
http://schema.org/Autos,3
http://schema.org/Photograph/,3
http://schema.org/Share,3
https://schema.org/ItemList,3
http://schema.org/Customs,3
http://schema.org/exifData,3
http://schema.org/Non-Profit,3
http://schema.org/MedicialCondition,3
http://schema.org/transmissionMethod,3
http://schema.org/Non,3
http://schema.org/Article/ScholarlyArticle,3
http://schema.org/attendee,3
http://schema.org/Test,3
http://schema.org/GooglePlus,3
http://schema.org/Ship,3
http://schema.org/civicstructure,3
http://schema.org/ticketToken,3
http://schema.org/screenshot,3
http://schema.org/HistoricalEvent,3
http://schema.org/Yarn Paradise,3
http://schema.org/SubEvent,3
http://schema.org/Autorental,3
http://schema.org/partOfSeries,3
http://schema.org/'WebPage,3
http://schema.org/http://schema.org/Restaurant,3
http://schema.org/Organizatiom,3
http://schema.org/Ultrasound,3
http://schema.org/LegalName,3
http://schema.org/Pov,3
http://schema.org/yearlyRevenue,3
http://schema.org/WebPage/Breadcrumbs/Breadcrumb,3
http://schema.org/SportsTeam/Football,3
http://schema.org/educationalAlignment,3
http://schema.org/#LocalBusiness,3
http://schema.org/FastFood,3
http://schema.org/OrganizationPerson,3
http://schema.org/Mangas,3
http://schema.org/Toys,3
http://schema.org/LocksmithLocksmith,3
http://schema.org/bookingAgent,3
http://schema.org/Freight,3
http://schema.org/associatedAnatomy,3
http://schema.org/LocalBusiness/Kojima,3
http://schema.org/Mercedes-Benzence,3
http://schema.org/Environmental,3
http://schema.org/Vakantiepark Beekse Bergen,3
http://schema.org/Thing/GuesthouseDirectory,3
http://schema.org/Cars,3
http://schema.org/%E2%80%8BPostalAddress,3
http://schema.org/partOfSeason,3
http://schema.org/OrderPickupAvailable,3
http://schema.org/Resort,3
http://schema.org/Golf,3
http://schema.org/http://www.schema.org/Organization,3
http://schema.org/LodgingBusiness/LodgingBusiness,3
http://schema.org/areaServed,3
http://schema.org/Event/SportsEvent,3
http://schema.org/Organization/NGO,3
http://schema.org/VacationRental/Condo,3
http://schema.org/Thing/CreativeWork/WebPageElement/SiteNavigationElement,3
http://schema.org/LocalBusiness/AutomotiveBusiness/AutoRepair,3
http://schema.org/Watercraft,3
http://schema.org/BookFormat,3
http://schema.org/Videoobejct,3
http://schema.org/Leisure,3
http://schema.org/Recycling,3
http://schema.org/%CE%A0%CE%BB%CE%B1%CF%83%CF%84%CE%B9%CE%BA%CF%8C%CF%82,3
http://schema.org/%E3%82%AF%E3%83%AC%E3%82%B8%E3%83%83%E3%83%88%E3%82%AB%E3%83%BC%E3%83%89,3
http://schema.org/MedicineSystem/traditionalChinese,3
http://schema.org/LocCABusiness,3
http://schema.org/nationality,3
http://schema.org/Metal,3
http://schema.org/Gold,3
http://schema.org/HotelOrganization,3
http://schema.org/inAlbum,3
http://schema.org/ImagObject,3
http://schema.org/SingleBlindedTrial,3
http://schema.org/serviceLocation,3
http://schema.org/Terms,3
http://schema.org/saleEvent,3
http://schema.org/medicineSystem,3
http://schema.org/Thing/CreativeWork/WebPage/AboutPage,3
http://schema.org/WebPage/SearchResultsPage,3
http://schema.org/Journalist,3
http://schema.org/localbusiness/medicalorganization/medicalclinic,3
http://schema.org/MedicalRiskCalculator,3
http://schema.org/GovernmentOrganization-,3
http://schema.org/distribution,3
http://schema.org/track,3
http://schema.org/BlogPostin,3
http://schema.org/availableAtOrFrom,3
http://schema.org/AggregatedRating,3
http://schema.org/arrivalAirport,3
http://schema.org/Videogallery,3
http://schema.org/MedicalClinc,3
http://schema.org/organizer,3
http://schema.org/ShoppingCentre,3
http://schema.org/symptom,3
http://schema.org/Technology,3
http://schema.org/providesService,3
http://schema.org/Person/SoccerPlayer,3
http://schema.org/Person/Teacher,3
http://schema.org/Mutuelle étudiante,3
http://schema.org/SzukajAction,3
http://schema.org/Others,3
http://schema.org/Clothingstore,3
http://schema.org/inLanguage,3
http://schema.org/organization/,3
http://schema.org/Organization%22,3
http://schema.org/ConactPoint,3
http://schema.org/exercisePlan,3
http://schema.org/Atrraction,3
http://schema.org/Remodeling,3
http://schema.org/CrossSectional,3
http://schema.org/bookEdition,3
http://schema.org/DisagreeAction,3
http://schema.org/Reviev,3
http://schema.org/NutritionalInformation,3
http://schema.org/housepainter,3
http://schema.org/ELectrician,3
http://schema.org/availabilityStarts,3
http://schema.org/immosant,3
http://schema.org/data,3
http://schema.org/LoaclBusiness,3
http://schema.org/Astrologia,3
http://schema.org/#WebPage,3
http://schema.org/VacationRental/Cottage,3
http://schema.org/cholesterolContent,3
http://schema.org/OrganizationOrganization,3
http://schema.org/EBook/,3
http://schema.org/Orgnaization,3
http://schema.org/Photographer,3
http://schema.org/Institution,3
http://schema.org/CreativeWork/Course,3
http://schema.org/Yuma Locksmith,3
http://schema.org/Artical,3
https://schema.org/Breadcrumb,3
http://schema.org/Ratings,3
http://schema.org/FAQ,3
http://schema.org/MakesOffer,3
http://schema.org/RealEstate/Condo,3
http://schema.org/SuchenAction,3
http://schema.org/Health IT,3
http://schema.org/breastfeedingWarning,3
http://schema.org/touristimformationcenter,3
http://schema.org/painting,3
http://schema.org/innerbanner,3
http://schema.org/listItem,3
http://schema.org/LocalBusiness/TravelAgency,3
http://schema.org/Article%22,3
http://schema.org/answer,3
http://schema.org/PublicHealth,3
http://schema.org/education,3
http://schema.org/MedicalSign,3
http://schema.org/Place/LocalBusiness,3
http://schema.org/usesDevice,3
http://schema.org/director,3
http://schema.org/caption,3
http://schema.org/localBuisness,3
http://schema.org/http://schema.org/LocalBusiness,3
http://schema.org/Brand%22,3
http://schema.org/procedureType,3
http://schema.org/ShortStory,3
http://schema.orgPerson,3
http://schema.org/featureList,3
http://schema.org/algorithm,3
http://schema.org/Breadcrump,3
http://schema.org/localbussines,3
http://schema.org/RentalBespokeSolution,3
http://schema.org/LeatherGoods,3
http://schema.org/creative,3
http://schema.org/superEvent,3
http://schema.org/activeIngredient,3
http://schema.org/Service/AirportTransfer,3
http://schema.org/PrependAction,2
http://schema.org/Aricle,2
http://schema.org/Datadownload,2
http://schema.org/causeOf,2
http://schema.org/eligibleCustomerType,2
http://schema.org/adverseOutcome,2
http://schema.org/OTC,2
http://schema.org/musician,2
http://schema.org/CreativWork/Book,2
http://schema.org/TVEpisodes,2
http://schema.org/DomainHosting,2
http://schema.org/Sitemap,2
http://schema.org/Home Page,2
http://schema.org/trainName,2
http://idsearch2014schema.org/Thing,2
http://schema.org/actors,2
http://schema.org/Dictionary,2
http://schema.org/PubicSwimmingPool,2
http://schema.org/Ingenier%EF%BF%BDa,2
http://schema.org/BetsResult,2
http://schema.org/Organization/Department,2
http://schema.org/Toystore,2
http://schema.org/departureTerminal,2
http://schema.org/preparation,2
http://schema.org/Viajes,2
http://schema.org/memoryRequirements,2
http://schema.org/RentalOffer,2
http://schema.org/position,2
http://schema.org/URI,2
http://schema.org/advertising,2
http://schema.org/QuantitaviveValue,2
http://schema.org/CatholicChurchCatholicChurch,2
http://schema.org/Informative,2
http://schema.org/countriesSupported,2
http://schema.org/schema.org/CreativeWork,2
http://schema.org/Printing,2
http://schema.org/Restaurent,2
http://schema.org/requiresSubscription,2
http://schema.org/infectiousAgentClass,2
http://schema.org/MedicalProcdureType,2
http://schema.org/HVACbusiness,2
http://schema.org/sitemap,2
http://schema.org/Recreation,2
http://schema.org/cotactpage,2
http://schema.org/BuscarAction,2
http://schema.org/Terminated,2
http://schema.org/Protozoa,2
http://schema.org/LocalBusiness/FoodEstablishment/Restaurant,2
http://schema.org/Beauty,2
http://schema.org/relatedTo,2
http://schema.org/Pubs,2
http://schema.org/Laboratory,2
http://schema.org/hvac,2
http://schema.org/TouristAtraction,2
http://schema.org/EvidenceLevelC,2
http://schema.org/Chocolate,2
http://schema.org/Speakers,2
http://schema.org/healthandbeautybusiness,2
http://schema.org/alcoholWarning,2
http://schema.org/Novosti,2
http://schema.org/LocalBusiness/AiuOffice,2
http://schema.org/FDAcategoryA,2
http://schema.org/WebPage/LegalWebPage/Guidance,2
http://schema.org/Clinic,2
http://schema.org/CreativeWork/WebApp/Utility/Timer,2
http://schema.org/Booking,2
http://schema.org/jobLocation,2
http://schema.org/gender,2
http://schema.org/guidelineSubject,2
http://schema.org/ImageGalery,2
http://schema.org/Essay,2
http://schema.org/MultiCenterTrial,2
http://schema.org/creativeWork/mediaObject/VideoObject,2
http://schema.org/HotelPostalAddress,2
http://schema.org/CaseStudies,2
http://schema.org/#Event,2
http://schema.org/MusicalScore,2
http://schema.org/Wheels,2
http://schema.org/EducationEv,2
http://schema.org/Cafe,2
http://schema.org/Brand%E2%80%9C,2
http://schema.org/Person%3E,2
http://schema.org/VideoObjec,2
http://schema.org/MenClothingStore,2
http://schema.org/predecessorOf,2
http://schema.org/applicableLocation,2
http://schema.org/Pan,2
http://schema.org/Exhibitions,2
http://schema.org/Product%3EPalloncini,2
http://schema.org/contentSize,2
http://schema.org/Roofer,2
http://schema.org/nonProprietaryName,2
http://schema.org/sourcedFrom,2
http://schema.org/AggregateRating%E2%80%9D%3E%3Cmeta,2
http://schema.org/paymentUrl,2
http://schema.org/Performer,2
http://schema.org/AntennaTech,2
http://schema.org/ResultsNotAvailable,2
https://schema.org/Movie,2
http://schema.org/Trung,2
http://schema.org/AggregateFirmRating,2
http://schema.org/podcast,2
http://schema.org/ticketedSeat,2
http://schema.org/EducationalOrganization/Preschool,2
http://schema.org/HomeAndConstructionBusinessElectricianElectrician,2
http://schema.org/offersPage,2
http://schema.org/Funeral,2
http://schema.org/endTime,2
http://schema.org/representativeOfPage,2
http://schema.org/other,2
http://schema.org/order,2
http://schema.org/AboutPage%22,2
http://schema.org/realestateage,2
http://schema.org/Store;,2
http://schema.org/cost,2
http://schema.org/costOrigin,2
http://schema.org/pickupLocation,2
http://schema.org/Otros,2
http://schema.org/articlePosting,2
http://schema.org/AppComplex,2
http://schema.org/Offer',2
http://schema.org/Electricians,2
http://schema.org/WebPage',2
http://schema.org/VitalSign,2
http://schema.org/geoShape,2
http://schema.org/Person/Doctor,2
http://schema.org/Therapeutic,2
http://schema.org/blogArticle,2
http://schema.org/MedicineSystem/MedicalSpecialty,2
http://schema.org/affectedBy,2
http://schema.org/Salons,2
http://schema.org/ItemLis%3E,2
http://schema.org/encoding,2
http://ruian.linked.opendata.cz/describe/?url=http%3A%2F%2Fschema.org%2FPlace,2
http://schema.org/duns,2
http://schema.org/doseUnit,2
http://schema.org/webspin5,2
http://schema.org/CreativeWork/Architecture,2
http://schema.org/WaterDamage,2
http://schema.org/SportsAssociation/Basketball,2
http://schema.org/buyer,2
http://schema.org/mobile-app-development,2
http://schema.org/Thing/Organization/LocalBusiness/HealthAndBeautyBusiness/DaySpa,2
http://schema.org/proficiencyLevel,2
http://schema.org/LoseAction,2
http://schema.org/Experiment,2
http://schema.org/IZOD,2
http://schema.org/licence,2
http://schema.org/MentalDisorders,2
http://schema.org/touristatraction,2
http://schema.org/latitude,2
http://schema.org/UOSCourse,2
http://schema.org/PET,2
http://schema.org/Faqs,2
http://schema.org/Cross,2
http://schema.org/schema.org/SiteNavigationElement,2
http://schema.org/Libema Vakantieparken,2
http://schema.org/Offer%22,2
http://schema.org/recipeCategory,2
http://schema.org/Organization/ReligiousGroup,2
http://schema.org/testimonials,2
http://schema.org/typeLocalBusiness,2
http://schema.org/[ITEMTYPE],2
http://schema.org/Auction,2
http://schema.org/accessibilityHazard,2
http://schema.org/Superficies,2
http://schema.org/Br%3CSPAN,2
http://schema.org/...,2
http://schema.org/http://schema.org/MedicalWebPage,2
http://schema.org/Searchction,2
http://schema.org/Matrimonial,2
http://schema.org/Non-governmental,2
http://schema.org/BorrowAction,2
http://schema.org/http://schema.org/NewsArticle,2
http://schema.org/beach,2
http://schema.org/knows,2
http://schema.org/Blog/,2
http://schema.org/Nail,2
http://schema.org/numAdults,2
http://schema.org/tissueSample,2
http://schema.org/JobTitle,2
http://schema.org/High,2
http://schema.org/LendAction,2
http://schema.org/forum,2
http://schema.org/FeatureList,2
http://schema.org/availableTest,2
http://schema.org/bookingTime,2
http://schema.org/differentialDiagnosis,2
http://schema.org/subReservation,2
http://schema.org/SubstanceAbuse,2
http://schema.org/drugClass,2
http://schema.org/contentUrl,2
http://schema.org/Product/sku,2
http://schema.org/CaseSeries,2
http://schema.org/Picture,2
http://schema.org/nonEqual,2
http://schema.org/Electric,2
http://schema.org/London,2
http://schema.org/DomainRegistration,2
http://schema.org/requiredMinAge,2
http://schema.org/abf,2
http://schema.org/docs/gs.html,2
http://schema.org/replacee,2
http://schema.org/AutomotiveBusinessAutoBodyShopAutoRepair,2
http://schema.org/Bacteria,2
http://schema.org/Product%3EParrucca,2
http://schema.org/genetique,2
http://schema.org/Resource,2
http://schema.org/topbar,2
http://schema.org/D%C3%A9fi,2
http://schema.org/schema.org/ImageObject,2
http://schema.org/http://schema.org/Person,2
http://schema.org/Worldwide,2
http://schema.org/HomeAndConstructionBusinessGeneralContractorProfessionalServiceGeneralContractor,2
http://schema.org/Framework,2
http://schema.org/VacationRental/Duplex,2
http://schema.org/Featurebox,2
http://schema.org/contact_page,2
http://schema.org/acceptsReservations,2
http://schema.org/NutritionInfomation,2
http://schema.org/LocalBusiness%3E%3Ch1%3EContact,2
http://schema.org/colleagues,2
http://schema.org/optifibre,2
http://schema.org/Artworld,2
http://schema.org/validThrough,2
http://schema.org/Organization%3E%3Cspan,2
http://schema.org/AggregateRating/Atmosphere,2
http://schema.org/Kiaence,2
http://schema.org/RandomizedTrial,2
http://schema.org/Building,2
http://schema.org/serviceAudience,2
http://schema.org/Power Ranger Empire,2
http://schema.org/Product;,2
http://schema.org/Flooring,2
http://schema.org/Revieview,2
http://schema.org/isAvailableGenerically,2
http://schema.org/Musician,2
http://schema.org/Hunting,2
http://schema.org/CreativeWork/Periodical,2
http://schema.org/Genre,2
http://schema.org/Adresa,2
http://schema.org/Restuarant,2
http://schema.org/LocalBusiness%22,2
http://schema.org/Cricket,2
http://schema.org/generalContractor,2
http://schema.org/partofepisode,2
http://schema.org/],2
http://schema.org/AuthorizeAction,2
http://schema.org/farm,2
http://schema.org/holiday,2
http://schema.org/Place/Beach,2
http://schema.org/gtin14,2
http://schema.org/SiteNavigationElement%E2%80%9D,2
http://schema.org/7,2
http://schema.org/Service/ShuttleTransfer,2
http://schema.org/isPartOf,2
http://schema.org/seasons,2
http://schema.org/%3Cspan,2
http://schema.org/RealEstateAgent%E2%80%9D%3E%C2%A0,2
http://schema.org/departureAirport,2
http://schema.org/Animals,2
http://schema.org/Productname,2
http://schema.org/Hosting,2
http://schema.org/PostalAddress'%3E%3Cspan,2
http://schema.org/Service/LimousineChauffeurService,2
http://schema.org/%D8%A2%D9%85%D9%88%D8%B2%D8%B4,2
http://schema.org/costCurrency,2
http://schema.org/Place/TouristAttraction,2
http://schema.org/PostalAd!,2
http://schema.org/Dienstleistung,2
http://schema.org/HVAClBusiness,2
http://schema.org/Intangible/Language,2
http://schema.org/Accountingservice,2
http://schema.org/LocalBusiness%3E%3Cdiv,2
http://schema.org/FoodEstablishmentFastFoodRestaurantRestaurant,2
http://schema.org/businessEntityType,2
http://schema.org/LaboratoryScience,2
http://schema.org/Thing/Automobile,2
http://schema.org/WebService,2
http://schema.org/Boolean,2
http://schema.org/Webcomic,2
http://schema.org/SportsEvent/Match,2
http://schema.org/Methodology,2
http://schema.org/intensity,2
http://schema.org/CarrentalsoftwareSolution,2
http://schema.org/PostalAdresss,2
http://schema.org/Poll,2
http://schema.org/http://schema.org/MedicalEntity,2
http://schema.org/Fungus,2
http://schema.org/questions,2
http://schema.org/LocalBusiness%3E%3Ch2,2
http://schema.org/account,2
http://schema.org/datePosted,2
http://schema.org/Suspended,2
http://schema.org/ProfessionalService/Attorney,2
http://schema.org/KKHeader,2
http://schema.org/Medicaltest,2
"http://schema.org/information,",2
http://schema.org/Product/Clairvoyant,2
http://schema.org/Surgeon,2
http://schema.org/dim_blogArticle,2
http://schema.org/Covered Wagon Ranch,2
http://schema.org/Lodging/VelaCharter,2
http://schema.org/Meditation,2
http://schema.org/WebObservatoryTool,2
http://schema.org/Book/,2
http://schema.org/arrivalStation,2
http://schema.org/interview,2
http://schema.org/thailand,2
http://schema.org/Productt,2
http://schema.org/Medicaltherapy,2
http://schema.org/Thing/Vehicle/Watercraft,2
http://schema.org/%7B%7BmetaTags.schemaType%7D%7D,2
http://schema.org/Course,2
http://schema.org/studyDesign,2
http://schema.org/departureTime,2
http://schema.org/InsertAction,2
http://schema.org/expires,2
http://schema.org/cause,2
http://schema.org/permit,2
http://schema.org/LocalBusiness/EducationalOrganization,2
http://schema.org/Telephones,2
http://schema.org/LocalBusienss,2
http://schema.org/Vessel,2
http://schema.org/checkinTime,2
http://schema.org/Pictures,2
http://schema.org/Itinerary,2
http://schema.org/Pesron,2
http://schema.org/Recording,2
http://schema.org/successorOf,2
http://schema.org/Accountants,2
http://schema.org/AdministrativeArea/FederalCity,2
http://schema.org/lot,2
http://schema.org/https://schema.org/CollegeOrUniversity,2
http://schema.org/KRCFeature,2
http://schema.org/LocalStore,2
http://schema.org/WPHeader%3E%3Cdiv,2
http://schema.org/HealthAndBeautyBusinessBeautySalon,2
http://schema.org/Peugeot,2
http://schema.org/Organization/LocalBusiness/MedicalOrganization/MedicalClinic,2
http://schema.org/Product%3EPalloncino,2
http://schema.org/lesser,2
http://schema.org/ItemList/Cluster,2
http://schema.org/lesserOrEqual,2
http://schema.org/bookFormat,2
