"id","label","comment","subPropertyOf","equivalentProperty","subproperties","domainIncludes","rangeIncludes","inverseOf","supersedes","supersededBy","isPartOf"
"http://schema.org/hasProductReturnPolicy","hasProductReturnPolicy","Indicates a ProductReturnPolicy that may be applicable.","","","","http://schema.org/Organization, http://schema.org/Product","http://schema.org/ProductReturnPolicy","","","http://schema.org/hasMerchantReturnPolicy"
"http://schema.org/productReturnDays","productReturnDays","The productReturnDays property indicates the number of days (from purchase) within which relevant product return policy is applicable.","","","","http://schema.org/ProductReturnPolicy","http://schema.org/Integer","","","http://schema.org/merchantReturnDays"
"http://schema.org/productReturnLink","productReturnLink","Indicates a Web page or service by URL, for product return.","","","","http://schema.org/ProductReturnPolicy","http://schema.org/URL","","","http://schema.org/merchantReturnLink"
"http://schema.org/stupidProperty","stupidProperty","This is a StupidProperty! - for testing only","","","","http://schema.org/StupidType, http://schema.org/Vehicle","http://schema.org/QuantitativeValue","","",""
"http://schema.org/variablesMeasured","variablesMeasured","Originally named <a class=""localLink"" href=""http://schema.org/variablesMeasured"">variablesMeasured</a>, The <a class=""localLink"" href=""http://schema.org/variableMeasured"">variableMeasured</a> property can indicate (repeated as necessary) the  variables that are measured in some dataset, either described as text or as pairs of identifier and description using PropertyValue.","","","","http://schema.org/Dataset","http://schema.org/PropertyValue, http://schema.org/Text","","",""
